oid,mjd,mag,magerr,catflags,filtercode,ra,dec
550115300001880,58277.4619213,20.3936958,0.140885979,0,zg,359.9128007,21.4856487
550115300001880,58280.447419,20.3537712,0.137399808,0,zg,359.9129571,21.4856326
550115300001880,58283.4447222,20.4337273,0.144407704,0,zg,359.9128458,21.4855898
550115300001880,58286.445625,20.3990326,0.141354218,0,zg,359.9129276,21.4857076
550115300001880,58289.4335764,20.4766312,0.148202717,0,zg,359.9129527,21.4857123
550115300001880,58292.443287,20.46418,0.147099555,0,zg,359.9129173,21.4857406
550115300001880,58295.450787,20.1993752,0.124267347,0,zg,359.9128448,21.4857587
550115300001880,58302.4416667,20.1530724,0.12046425,0,zg,359.9129701,21.4857569
550115300001880,58305.4603935,20.5565586,0.154424191,0,zg,359.9130803,21.4857979
550115300001880,58316.4363889,20.4169998,0.142933458,0,zg,359.912963,21.4856687
550115300001880,58319.4202662,20.4292622,0.144013792,0,zg,359.9129812,21.4856883
550115300001880,58322.4421991,20.3230648,0.134739876,0,zg,359.9128814,21.4857454
550115300001880,58325.4365278,20.09132,0.115505636,0,zg,359.9129123,21.4856875
550115300001880,58337.380625,20.3667526,0.138529956,0,zg,359.9128866,21.4857054
550115300001880,58340.4771759,20.4687347,0.147503063,0,zg,359.9129442,21.4857141
550115300001880,58343.400544,20.1483612,0.120081276,0,zg,359.9129007,21.4856796
550115300001880,58346.3709606,20.2894192,0.131850421,0,zg,359.9130071,21.485717
550115300001880,58349.4155903,20.2813892,0.131164998,0,zg,359.9129675,21.485734
550115300001880,58352.3974074,20.266346,0.129885614,0,zg,359.9129105,21.4857307
550115300001880,58364.2749537,20.22332,0.126260757,0,zg,359.9129778,21.4856903
550115300001880,58367.3012037,20.3029079,0.133005589,0,zg,359.9128464,21.4857274
550115300001880,58368.39,20.2691841,0.130126461,0,zg,359.9129792,21.4857235
550115300001880,58369.3121181,20.3468819,0.136801228,0,zg,359.912925,21.4857142
550115300001880,58370.3377662,20.3007202,0.13281785,0,zg,359.9129084,21.485716
550115300001880,58370.3516204,20.3054142,0.133220673,0,zg,359.9129387,21.4857011
550115300001880,58373.3598264,20.1880474,0.123330571,0,zg,359.9129323,21.4857341
550115300001880,58376.308669,20.2070503,0.124904349,0,zg,359.9129566,21.4856722
550115300001880,58378.3527894,20.4255447,0.143686101,0,zg,359.9129456,21.4857352
550115300001880,58379.336088,20.2326603,0.127043158,0,zg,359.9129931,21.4857155
550115300001880,58382.390787,20.3268452,0.135066286,0,zg,359.9130005,21.4857676
550115300001880,58384.3005556,20.1199875,0.117791019,0,zg,359.9130178,21.4857472
550115300001880,58385.3705556,19.9477234,0.104520269,0,zg,359.9129901,21.4858562
550115300001880,58388.3225231,19.9746895,0.106522389,0,zg,359.9130302,21.4855884
550115300001880,58397.3450463,20.2722015,0.130382925,0,zg,359.9129958,21.485708
550115300001880,58425.183044,20.3168564,0.134204656,0,zg,359.9129116,21.4857539
550115300001880,58428.199537,20.2734909,0.130492598,0,zg,359.912925,21.4856751
550115300001880,58434.1502199,20.4265327,0.143773109,0,zg,359.9129878,21.4856137
550115300001880,58469.1502894,20.3544388,0.137457833,0,zg,359.9128658,21.4858896
550115300001880,58482.1254514,20.5177803,0.15154779,0,zg,359.9129788,21.485562
550115300001880,58491.1453009,20.4536934,0.146171585,0,zg,359.9130268,21.4857476
550115300001880,58494.1525579,20.5753574,0.155818582,0,zg,359.9129095,21.4856544
550115300001880,58503.1546296,19.4405632,0.0723666325,0,zg,359.9129603,21.4857115
550115300001880,58641.4462269,20.682272,0.16374886,0,zg,359.9130042,21.4857021
550115300001880,58644.4481134,20.8813038,0.178511858,0,zg,359.913009,21.4857221
550115300001880,58647.4715972,20.3479729,0.136895999,0,zg,359.9129658,21.4857122
550115300001880,58660.457662,20.8285828,0.174601316,0,zg,359.9129433,21.4856587
550115300001880,58674.4537269,20.469614,0.147580996,0,zg,359.9130087,21.4856749
550115300001880,58677.4637731,20.5412045,0.153285265,0,zg,359.9129587,21.4856745
550115300001880,58688.4628935,20.5418434,0.15333271,0,zg,359.9130419,21.4855662
550115300001880,58688.4816319,20.7638264,0.169798136,0,zg,359.9130646,21.4856814
550115300001880,58691.4558102,20.4587631,0.14662008,0,zg,359.912918,21.4856774
550115300001880,58694.4546065,20.5439529,0.153489113,0,zg,359.912994,21.4856742
550115300001880,58695.4150926,20.5541363,0.154244542,0,zg,359.9129558,21.4856849
550115300001880,58697.4792824,20.5531616,0.154172182,0,zg,359.9129174,21.4857398
550115300001880,58700.4785417,20.6957664,0.164749742,0,zg,359.9129559,21.4856886
550115300001880,58700.4951852,20.6075268,0.158204675,0,zg,359.9129643,21.4857448
550115300001880,58701.4576968,20.4886856,0.149271592,0,zg,359.912966,21.4857048
550115300001880,58703.4624074,20.6807709,0.163637519,0,zg,359.9130297,21.4856674
550115300001880,58706.4405324,20.6102448,0.158406258,0,zg,359.9130257,21.4857052
550115300001880,58717.4063542,20.5171089,0.15149796,0,zg,359.9129191,21.4857076
550115300001880,58719.485787,20.67589,0.16327548,0,zg,359.9129051,21.4856593
550115300001880,58722.3991551,20.5915012,0.157016039,0,zg,359.9129498,21.4856873
550115300001880,58722.4000463,20.9925861,0.186766148,0,zg,359.9131218,21.4857999
550115300001880,58724.4346875,20.4472198,0.145599246,0,zg,359.9130421,21.4857573
550115300001880,58725.376713,20.5574341,0.15448916,0,zg,359.9129454,21.4856486
550115300001880,58727.3999306,20.7066727,0.165558815,0,zg,359.9129686,21.4856871
550115300001880,58730.3256134,20.1568928,0.120775498,32768,zg,359.9128903,21.4856299
550115300001880,58732.3825463,20.8141479,0.173530698,0,zg,359.9130537,21.485647
550115300001880,58733.4431019,20.585762,0.156590343,0,zg,359.9129536,21.4856957
550115300001880,58733.4530903,20.601656,0.157769203,0,zg,359.9128658,21.4856537
550115300001880,58734.4013426,20.8990345,0.179827094,0,zg,359.913132,21.4860209
550115300001880,58735.4230903,20.5413589,0.153296709,0,zg,359.9128729,21.485689
550115300001880,58736.4737616,20.5303688,0.152481556,0,zg,359.9129831,21.485746
550115300001880,58736.4746644,20.6797829,0.163564205,0,zg,359.9130077,21.4857513
550115300001880,58737.4755671,20.6761456,0.163294435,0,zg,359.9129182,21.485748
550115300001880,58744.1773495,20.2460403,0.128168315,0,zg,359.9129425,21.4857079
550115300001880,58745.1774537,20.6011124,0.15772891,0,zg,359.9128059,21.4857457
550115300001880,58746.2019444,20.6639938,0.162393093,0,zg,359.9132647,21.4856806
550115300001880,58747.1773495,20.8804932,0.178451777,0,zg,359.9128937,21.4856802
550115300001880,58748.1764583,20.8033123,0.17272687,0,zg,359.9129305,21.4857499
550115300001880,58749.1779745,20.5884533,0.156789899,0,zg,359.9129163,21.4857397
550115300001880,58751.1759259,20.5214195,0.151817799,0,zg,359.9131416,21.4858037
550115300001880,58754.1755903,20.6257648,0.159557462,0,zg,359.9130538,21.4857684
550115300001880,58758.1847917,20.2559052,0.1290012,0,zg,359.9129447,21.4856204
550115300001880,58760.1772106,21.0246048,0.189141154,0,zg,359.9129553,21.4857584
550115300001880,58761.1762153,20.6300774,0.159877419,0,zg,359.9130803,21.4856595
550115300001880,58762.1759722,20.474308,0.147996709,0,zg,359.912822,21.4858048
550115300001880,58764.3804977,20.6925945,0.164514542,0,zg,359.9129345,21.4857202
550115300001880,58781.2125347,20.4562702,0.146399617,0,zg,359.9130482,21.4857236
550115300001880,58785.2136921,20.5614433,0.154786468,0,zg,359.9129182,21.4857505
550115300001880,58791.2027778,20.4191475,0.143122345,0,zg,359.9129244,21.4856865
550115300001880,58791.277037,20.7124138,0.165984631,0,zg,359.9128525,21.4856343
550115300001880,58797.1896644,20.2072735,0.124922983,0,zg,359.9130164,21.4856467
